id,name,time,lat,lng,city,source,sourceUrl
12,安宁市昆船花园小区13栋2单元,1581004800,24.925842,102.484409,昆明市,掌上春城,https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ
13,安宁市金方街道恒大金碧天下博雅苑25栋1单元,1581004800,24.895772,102.568902,昆明市,掌上春城,https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ
14,寻甸县塘子街道办事处小瓦匠村,1581004800,25.482902,103.290173,昆明市,掌上春城,https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ
15,腾冲市镇安镇,1580400000,25.026545,98.497466,保山市,昆明发布,https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA
16,瑞丽市五缘玉城小区,1580400000,24.029923,97.852803,德宏傣族景颇族自治州,昆明发布,https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA
17,景洪市 景洪农场三分场,1580400000,21.991377,100.759977,西双版纳傣族自治州,昆明发布,https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA
18,景洪市曼哈乡曼伞囡村,1580400000,21.765785,101.053935,西双版纳傣族自治州,昆明发布,https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA
19,丰满区中海紫御江城,1580659200,43.838210,126.573684,吉林市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200203_6672971.html
20,昌邑区吉炭小区,1580745600,43.881086,126.588273,吉林市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200204_6674927.html
21,净月区万科城,1580572800,43.805290,125.393239,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html
22,净月区博学路东城国际花园小区,1580486400,43.826003,125.421294,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200201_6666989.html
23,净月区净月街道财苑家园,1580745600,43.833540,125.453122,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200204_6674927.html
24,朝阳区崇智路694号,1580486400,43.898535,125.320549,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200201_6666989.html
25,绿园区西城国际公馆,1580659200,43.904510,125.275324,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200203_6672971.html
26,绿园区长客花园,1581004800,43.915473,125.296178,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200207_6828195.html
27,高新区中海兰庭小区,1580486400,43.789368,125.265626,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200201_6666989.html
28,高新区北湾新城,1580832000,43.975386,125.397757,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html
29,高新区恒大绿洲,1580832000,43.780613,125.265493,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html
30,高新区飞跃经典小区,1580832000,43.838619,125.247788,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html
31,高新区吉大南校家属楼,1581177600,43.835129,125.285737,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html
32,九台区龙凤二期,1580832000,44.230683,125.693165,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html
33,九台区工商一条街铁路家属楼,1580918400,44.155910,125.844847,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200206_6827634.html
34,二道区力旺康城小区,1580832000,43.951683,125.377219,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html
35,二道区天富北苑,1581004800,43.913445,125.381037,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200207_6828195.html
36,宽城区北十条荣旺天下,1580832000,43.922875,125.356990,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html
37,宽城区金都小镇,1581177600,43.971679,125.293086,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html
38,经开区首地首城,1581177600,43.847298,125.417761,长春市,吉林省卫生健康委员会,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html
39,十屋镇双河村1组,1581091200,43.827232,124.256500,公主岭市,公主岭发布,https://mp.weixin.qq.com/s/KW128634wCk05iJnub47-w
40,怀德镇三合堡村8组,1580745600,43.821273,124.713401,公主岭市,公主岭发布,https://mp.weixin.qq.com/s/6BExABnob5FBvJHVIRwX4Q
41,秦家屯镇南平村5队,1580745600,43.791779,124.663522,公主岭市,公主岭发布,https://mp.weixin.qq.com/s/6BExABnob5FBvJHVIRwX4Q
42,宁河区芦台镇王北村,1580572800,39.364648,117.778595,天津市,天津市卫生健康委员会,https://m.weibo.cn/3288836375/4467528383874070
43,宁河区芦台镇运河家园,1580572800,39.357660,117.808960,天津市,天津市卫生健康委员会,https://m.weibo.cn/3288836375/4467464668684998
44,宝坻区宝平街道华苑东区,1580659200,39.714832,117.312473,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404468005563138481#_0
45,宝坻区宝平街道宝平景苑东区,1580659200,39.713545,117.301915,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404467887791276156#_0
46,宝坻区宝平街道宝平景苑西区,1580572800,39.714700,117.297967,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404467532516950021#_0
47,宝坻区宝平街道河景馨园小区,1580659200,39.708276,117.295854,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404467887791276156#_0
48,宝坻区朝霞街道开元新居小区,1580486400,39.747222,117.291429,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404467247119729065#_0
49,宝坻区海滨街道宝鑫景苑小区,1580486400,39.737580,117.328542,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404467247119729065#_0
50,宝坻区海滨街道御景华城小区,1580832000,39.745025,117.356708,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/mibMIlfOXFKtghtnQmOc2g
51,宝坻区牛道口镇焦山寺村,1580659200,39.784768,117.297394,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404468005563138481#_0
52,宝坻区钰华街道凯瑞国际小区,1580572800,39.728796,117.342896,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404467518042407118#_0
53,宝坻区大口屯镇古庄村,1580745600,39.598941,117.265354,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404468228100325522#_0
54,宝坻区大钟庄镇大钟庄村,1580745600,39.693528,117.583813,天津市,天津市卫生健康委员会,https://weibo.com/ttarticle/p/show?id=2309404468228100325522#_0
55,宝坻区海滨街道蓝水湾小区,1580832000,39.745618,117.305899,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/mibMIlfOXFKtghtnQmOc2g
56,宝坻区口东镇前齐各庄村,1580918400,39.675504,117.412018,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/_j9LvCI4jiWk2_T0LQtQ1g
57,宝坻区宝平街道瑞景花园小区,1580918400,39.728244,117.318368,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/_j9LvCI4jiWk2_T0LQtQ1g
58,宝坻区朝霞街道状元城小区,1580918400,39.747222,117.291429,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/_j9LvCI4jiWk2_T0LQtQ1g
59,宝坻区林亭口镇窝贝厂村,1580918400,39.609188,117.540123,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/_j9LvCI4jiWk2_T0LQtQ1g
60,宝坻区钰华街道金玉四园小区,1580918400,39.704944,117.315816,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/_j9LvCI4jiWk2_T0LQtQ1g
61,宝坻区宝平街道宝境檀香小区,1581004800,39.698975,117.283094,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/O0WTwV052DXXr4Onj60cQg
62,宝坻区牛道口镇沟头村,1581004800,39.820389,117.213926,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/O0WTwV052DXXr4Onj60cQg
63,宝坻区宝平街道凯旋家园小区,1581091200,39.701082,117.304368,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/S6ryp96tRzqjI_O-wup-wA
64,宝坻区宝平街道蝶恋新园小区,1581091200,39.718610,117.290669,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/S6ryp96tRzqjI_O-wup-wA
65,宝坻区钰华街道顺驰小区,1581091200,39.721568,117.336755,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/S6ryp96tRzqjI_O-wup-wA
66,宝坻区史各庄镇陈甫村,1581177600,39.736122,117.251221,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/MUaoBy2L3Ri3efvUapw1Vw
67,宝坻区宝平街道逸城雅园小区,1581177600,39.710685,117.308225,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/MUaoBy2L3Ri3efvUapw1Vw
68,滨海新区中新生态城,1580313600,39.122985,117.743982,天津市,天津市卫生健康委员会,http://wsjk.tj.gov.cn/art/2020/1/30/art_14_70358.html
69,滨海新区万通上北新新家园,1580918400,39.067527,117.654282,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/gaIEB8WrgNYE-l_zbDh9-A
70,东丽区揽湖苑别墅,1580659200,39.184644,117.505469,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/gPdbnGBu85QzfKEB7Pcl5g
71,东丽区华明街道坤园,1580918400,39.184763,117.386087,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/nY204KQCTkSAYUHOQqMQuw
72,西青区杨柳青镇,1580572800,39.134750,117.020467,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/1zdxSZJdLHgijEDgtMQ78A
73,西青区中北镇溪秀苑小区,1581091200,39.130492,117.099693,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/MhulTDUZaAe2StMEnt0QRQ
74,津南区双港镇,1580832000,39.048549,117.325283,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/UxZgU-HZLgGBUbpuTmdDdQ
75,北辰区普东街强宜里小区,1580918400,39.196323,117.211462,天津市,天津市卫生健康委员会,https://mp.weixin.qq.com/s/CB1_j2Nr_q9n4VY5-oSk7w
76,琅琊区清流街道泰鑫现代城东区,1580659200,32.306205,118.323552,滁州市,滁州发布,https://mp.weixin.qq.com/s/TEOx2z_wkOsy1ng-b2QsGA
77,凤阳县官塘镇,1580659200,32.689845,117.226148,滁州市,滁州发布,https://mp.weixin.qq.com/s/TEOx2z_wkOsy1ng-b2QsGA
78,天长市天长街道,1580659200,32.685513,119.019145,滁州市,滁州发布,https://mp.weixin.qq.com/s/TEOx2z_wkOsy1ng-b2QsGA
79,天长市汊涧镇,1580659200,32.672169,118.782065,滁州市,滁州发布,https://mp.weixin.qq.com/s/TEOx2z_wkOsy1ng-b2QsGA
80,明光市古沛镇,1580659200,32.996147,118.010907,滁州市,滁州发布,https://mp.weixin.qq.com/s/TEOx2z_wkOsy1ng-b2QsGA
81,和县功桥镇,1580140800,31.577393,118.200840,马鞍山市,马鞍山发布,https://mp.weixin.qq.com/s/VAkeFvLhH3_TKjz9ZgCu2g
82,和县白桥镇,1580313600,31.535248,118.315011,马鞍山市,马鞍山发布,https://mp.weixin.qq.com/s/6OaMK-gnrB_w6BCvYSM6qA
83,和县西埠镇,1580486400,31.774793,118.297969,马鞍山市,马鞍山发布,https://mp.weixin.qq.com/s/PdqY40WnqKysWTHJAnTw_A
84,和县香泉镇,1580140800,31.876716,118.332250,马鞍山市,马鞍山发布,https://mp.weixin.qq.com/s/VAkeFvLhH3_TKjz9ZgCu2g
85,当涂县黄池镇,1580140800,31.313363,118.612591,马鞍山市,马鞍山发布,https://mp.weixin.qq.com/s/VAkeFvLhH3_TKjz9ZgCu2g
86,雨山区泰和天成,1580313600,31.661081,118.518811,马鞍山市,马鞍山发布,https://mp.weixin.qq.com/s/6OaMK-gnrB_w6BCvYSM6qA
87,雨山区红旗花园,1580313600,31.702533,118.501349,马鞍山市,马鞍山发布,https://mp.weixin.qq.com/s/6OaMK-gnrB_w6BCvYSM6qA
88,雨山区阳光城,1580572800,31.668078,118.599970,马鞍山市,马鞍山发布,https://mp.weixin.qq.com/s/gGx0Oh7RJaZN8WUyKpNEfg
89,花山区同济花园,1581091200,31.711946,118.522414,马鞍山市,马鞍山发布,https://mp.weixin.qq.com/s/Cktq2Fru3ohEwhCbcunIpw
90,利辛县城关镇五一路,1580745600,33.147514,116.213657,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
91,利辛县城关镇文物所家属院,1580745600,33.150274,116.205653,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
92,利辛县城关镇港口新村老供销社家属院,1580745600,33.145114,116.208210,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
93,利辛县城关镇顺河村姚庄,1580745600,33.138515,116.145155,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
94,利辛县城关镇黄桥社区,1580745600,33.155259,116.207417,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
95,利辛县潘楼镇张大庄村张大庄,1580745600,33.260138,116.327919,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
96,利辛县王市镇刘沈村刘寨,1580745600,33.144480,116.104386,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
97,利辛县纪王场乡纪竹园庄,1580745600,33.347604,116.137012,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
98,利辛县胡集镇李圩村腰西庄,1580745600,32.962101,116.244580,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
99,利辛县西潘楼镇张集村东刘,1580745600,33.207871,116.129565,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
100,利辛县阚疃镇人民南路,1580745600,33.137759,116.213919,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
101,利辛县城关镇金龙国际新城,1580918400,33.168706,116.218734,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371819.html
102,利辛县城关镇中央名城小区,1581004800,33.150274,116.205653,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372025.html
103,利辛县城关镇复兴社区利东东区,1581004800,33.128557,116.213443,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372025.html
104,利辛县城关镇春店社区胜利村,1581004800,33.164607,116.239148,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372025.html
105,利辛县城关镇前进路英伦华帝小区,1581091200,33.151353,116.198170,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372202.html
106,利辛县老二中对面黄寨社区,1581091200,33.146857,116.149725,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372202.html
107,利辛县西潘楼镇东潘楼村,1581091200,33.204049,116.147163,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372202.html
108,利辛县城关镇闫郢村董老寨,1581177600,33.181968,116.219098,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372278.html
109,涡阳县城关镇街道北环中路,1580745600,33.522273,116.223957,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
110,涡阳县城关镇街道医苑新村,1580745600,33.496059,116.213176,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
111,涡阳县新兴镇付庄行政村付庄,1580745600,33.661903,116.412659,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
112,涡阳县新兴镇左楼付庄,1580745600,33.708006,116.230719,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
113,涡阳县星园街道桂语城栖,1580745600,33.478321,116.197400,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
114,涡阳县花沟镇孙小桥行政村李楼,1580745600,33.505767,116.134366,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
115,涡阳县马店集镇李庄行政村李庄,1580745600,33.669188,116.363501,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
116,涡阳县城关街道紫光大道与育英路交口向南,1580918400,33.501459,116.209999,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371819.html
117,涡阳县城关镇乐行家园,1580918400,33.512146,116.220871,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371819.html
118,涡阳县新兴镇付庄行政村,1580918400,33.708006,116.230719,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371819.html
119,涡阳县花沟镇孙小桥行政村,1580918400,33.505767,116.134366,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371819.html
120,涡阳县新兴镇左楼村,1581004800,33.685024,116.244823,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372025.html
121,涡阳县新汽车站对面路北小区幸福港湾,1581004800,33.500767,116.192705,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372025.html
122,涡阳县城关街道巨人印象小区,1581091200,33.494877,116.206273,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372202.html
123,涡阳县新兴镇左楼行政村大围子自然村,1581177600,33.601665,116.240360,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372278.html
124,涡阳县花沟镇狄马村,1581177600,33.499336,116.104765,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372278.html
125,蒙城县三义镇义兴街,1580745600,33.105736,116.482228,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
126,蒙城县乐土镇双桥村褚尹庄,1580745600,33.085865,116.623141,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
127,蒙城县乐土镇柳林街,1580745600,33.113359,116.658378,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
128,蒙城县城关街道金天地商业街,1580745600,33.261956,116.563059,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
129,蒙城县庄周街道玖隆国际C区,1580745600,33.245955,116.567193,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
130,蒙城县许疃镇赵集村东孙庄,1580745600,33.407803,116.791663,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
131,蒙城县许疃镇闫集村后钱庄,1580745600,33.381217,116.669756,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
132,蒙城县庄周街道桂堰小区,1580918400,33.247943,116.600867,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371819.html
133,谯城区亿丰御景小区,1580745600,33.844977,115.792556,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
134,谯城区十八里镇候桥村赵老家,1580745600,33.786218,115.633889,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
135,谯城区御花园小区,1580745600,33.863963,115.775411,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
136,谯城区薛阁办事处白依路包园新村,1580745600,33.875349,115.795785,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
137,谯城区颜集镇曹寺行政村东张庄,1580745600,33.958130,116.002206,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
138,谯城区华佗镇程屯村,1580918400,33.936485,115.774285,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371819.html
139,谯城区华佗镇程屯村小王庄,1581091200,33.948659,115.728055,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/372202.html
140,高新区建投世纪城,1580745600,33.811028,115.768197,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
141,高新区翡翠庄园,1580745600,33.825239,115.773983,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
142,高新区豪泽丽景小区,1580745600,33.833713,115.777920,亳州市,亳州市人民政府,http://www.bozhou.gov.cn/News/show/371600.html
143,包河区宝利丰广场,1580832000,31.841174,117.293366,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
144,包河区曙宏南苑,1580832000,31.830420,117.282334,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
145,包河区滨湖明珠西区,1580832000,31.738912,117.288754,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
146,包河区琼林苑小区,1580832000,31.753796,117.296506,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
147,包河区豪门金地小区,1580832000,31.712229,117.287140,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
148,包河区金湾嘉园,1580832000,31.855728,117.312691,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
149,包河区兴丰苑小区,1581091200,31.856152,117.299758,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17724747.html
150,巢湖市凤凰山街道城市之光C区,1580832000,31.622418,117.884472,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
151,巢湖市槐林镇武山居委会,1580832000,31.427260,117.618682,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
152,庐江县冶父山镇冶父山社区,1580832000,31.275924,117.340357,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
153,庐江县同大镇施丰村,1580832000,31.482432,117.298634,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
154,庐江县庐城镇翠绿园,1580832000,31.263525,117.301155,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
155,庐江县柯坦镇城池村,1580832000,31.195574,117.192492,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
156,庐江县矾山镇新中村,1580832000,31.071346,117.438949,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
157,庐江县罗河镇吉桥村,1580832000,31.069466,117.244269,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
158,庐江县罗河镇鲍店村,1580832000,30.988277,117.399163,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
159,庐江县金牛镇铺岗村,1580832000,31.382560,117.176553,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
160,庐阳区古城新村,1580832000,31.882074,117.262181,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
161,庐阳区探矿厂宿舍,1580832000,31.911258,117.292576,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
162,庐阳区杏林花园南区,1580832000,31.900068,117.293856,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
163,庐阳区柏景湾青云轩,1580832000,31.882968,117.278069,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
164,庐阳区海亮红玺台小区,1580918400,31.898485,117.272613,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723955.html
165,庐阳区海棠别院,1580918400,31.899378,117.275458,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723955.html
166,庐阳区四泉花园南区,1581091200,31.891583,117.259926,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17724747.html
167,庐阳区土产日杂公司宿舍,1581091200,31.904402,117.264659,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17724747.html
168,新站区合郢花园,1580832000,31.910259,117.379489,合肥市,合肥市卫生健康委员会,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html
