id,from,to,flight,time,flat,flng,tlat,tlng,source
64,GS6635,2020-01-26,呼和浩特,沈阳,https://mp.weixin.qq.com/s/D1y5bj-w3B3AxDVP_eCnKA
65,MF870,2020-01-26,,哈尔滨,https://card.weibo.com/article/m/show/id/2309404468372174668152?_wb_client_=1
66,TR106,2020-01-26,新加坡,广州,https://m.weibo.cn/status/4470399095619339?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
67,D7318,2020-01-26,吉隆坡,天津,https://news.html5.qq.com/share/714884605039251776
68,G52805,2020-01-26,重庆,万象,https://mp.weixin.qq.com/s/rUWpiqkjD80NAkHXtWqYsw
69,MU5450,2020-01-26,昆明,重庆,https://mp.weixin.qq.com/s/rUWpiqkjD80NAkHXtWqYsw
70,CZ6404,2020-01-26,云南,桃仙机场,https://m.weibo.cn/status/4470731381642862?
71,CZ3968,2020-01-26,上海浦东,长沙黄花,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw
72,CZ3774,2020-01-26,济南遥墙,常德桃花源,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw
73,MF8184,2020-01-26,北京,长沙,https://baijiahao.baidu.com/s?id=1657519110595051038&wfr=spider&for=pc
74,AK1574,2020-01-25,沙巴,杭州,https://m.weibo.cn/status/4465029694660443?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
75,8L9564,2020-01-25,杭州,赣州,https://mp.weixin.qq.com/s/f2DB2Ig3XdDqHvSuus6BoQ
76,OD688,2020-01-25,沙巴,天津,https://m.weibo.cn/2258727970/4466483691910674
77,GJ8876,2020-01-25,珠海,沈阳,https://m.weibo.cn/status/4466433385447534?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
78,TR188,2020-01-25,新加坡,杭州,https://m.weibo.cn/status/4465122409542445?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
79,SC4767,2020-01-25,重庆,济南,https://m.weibo.cn/status/4467571686184607?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
80,MU7366,2020-01-25,长白山,杭州,https://m.weibo.cn/status/4467922674243469?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
81,A67340,2020-01-25,景洪,昆明,http://www.yingkou.gov.cn/001/001002/001002001/20200204/c5fbbd0a-ec77-44cb-9951-90113d63614f.html
82,CZ5261,2020-01-25,广州,徐州,https://m.weibo.cn/status/4468330008392676?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
83,CZ2787,2020-01-25,大理,贵阳,https://mp.weixin.qq.com/s/RPfahGQ_Gg483fv3Bah4BQ
84,GJ8735,2020-01-25,深圳,恩施,https://mp.weixin.qq.com/s?__biz=MzA5MDQyMjExNA==&mid=2651869354&idx=1&sn=4fbc0ba233b0351b53a2d23e904cf7cb
85,MF8013,2020-01-25,厦门,长春,http://www.jl.gov.cn/szfzt/jlzxd/tzgg/202002/t20200208_6829045.html
86,MF8333,2020-01-25,厦门,长沙,https://weibo.com/6082269211/IsXLels1W?refer_flag=1001030103_&type=comment#_rnd1581060782768
87,3U8593,2020-01-25,重庆,常州,https://mp.weixin.qq.com/s/qhq2GIYzk1Dia0Ylr26w9A
88,PN6398,2020-01-25,昆明,郑州,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw
89,JT8358,2020-01-25,越南,长沙,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw
90,FM9400,2020-01-25,长沙黄花,上海虹桥,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw
91,BK2765,2020-01-25,长沙黄花,厦门高崎,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw
92,MU2568,2020-01-25,曼德勒,昆明,https://weibo.com/1761616742/ItIvj6GgF?from=page_1001061761616742_profile&wvr=6&mod=weibotime&type=comment#_rnd1581674698737
93,MF9400,2020-01-25,长沙黄花,上海虹桥,https://view.inews.qq.com/a/20200214A091PS00?uid=news_news_antip&app=newslite
94,CZ6094,2020-01-25,泰国,深圳,http://wsjkw.hlj.gov.cn/index.php/Home/News/show/newsid/7824/navid/31/id/
95,MF8513,2020-01-25,厦门,南京,https://m.weibo.cn/6498676117/4468243425041256
96,TR188,2020-01-24,新加坡,杭州,https://m.weibo.cn/1847582585/4466065289331323
97,MU2046,2020-01-24,新加坡,烟台,https://m.weibo.cn/2011075080/4466032779177026
98,MF8263,2020-01-24,咸阳,固原,https://m.weibo.cn/5802042578/4467104491708312
99,CA1378,2020-01-24,三亚,北京,https://m.weibo.cn/status/4468534606223438?
100,CZ348,2020-01-24,法国戴高乐,广州,https://m.weibo.cn/status/4468331668809719?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
101,ZH9657,2020-01-24,广州,烟台,https://m.weibo.cn/status/4468699795048687?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
102,GJ8800,2020-01-24,越南芽庄,西安,https://mp.weixin.qq.com/s/RPfahGQ_Gg483fv3Bah4BQ
103,CA4030,2020-01-24,北京,成都,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA
104,QW6063,2020-01-24,郑州,泰国普吉岛,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw
105,MU5576,2020-01-24,郑州,蓬莱,http://www.jiaodong.net/news/system/2020/01/31/013995397.shtml
106,MU2975,2020-01-24,无锡,昆明,https://baijiahao.baidu.com/s?id=1658769655048954587&wfr=spider&for=pc
107,ZH9058,2020-01-24,大阪,无锡,https://mp.weixin.qq.com/s/HZHS0YmF1jQNElfGY_xVsg
108,MF8093,2020-01-24,厦门,哈尔滨,http://www.harbin.gov.cn/art/2020/2/15/art_98_874618.html
109,8L9894,2020-01-23,武汉,昆明,https://m.weibo.cn/1389537561/4465840055535660
110,KY8357,2020-01-23,昆明,芒市,https://m.weibo.cn/status/4465655921741068?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
111,CZ3695,2020-01-23,武汉,长春,https://m.weibo.cn/status/4466364725357971?
112,GJ8921,2020-01-23,襄阳,海口,https://m.weibo.cn/status/4467206874329783?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
113,MU2501,2020-01-23,武汉,上海,https://m.jiemian.com/article/3939138.html
114,VN705,2020-01-23,郑州,越南,https://wap.peopleapp.com/article/5098032/4993697
115,CZ3749,2020-01-23,珠海,长春,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200203_6672971.html
116,MF8487,2020-01-23,武汉,绵阳,https://mp.weixin.qq.com/s/nZs2FTneyJ2G-QibL_A0Cw
117,CA1781,2020-01-23,杭州,运城,https://m.weibo.cn/status/4468615237140162?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
118,PN6388,2020-01-23,库尔勒,重庆,http://www.cqwl.gov.cn/ztlm/news/2020-2/2055_96337.shtml
119,SC4956,2020-01-23,长春,厦门,http://www.jl.gov.cn/szfzt/jlzxd/tzgg/202002/t20200208_6829045.html
120,9C8748,2020-01-23,泰国,长春,http://www.jl.gov.cn/szfzt/jlzxd/tzgg/202002/t20200208_6829045.html
121,Y87533,2020-01-23,上海,青岛,https://mp.weixin.qq.com/s/on7Qz8lIbjp-VtRa7kueBw
122,SC2153,2020-01-23,青岛,佳木斯,https://mp.weixin.qq.com/s/on7Qz8lIbjp-VtRa7kueBw
123,CZ6099,2020-01-23,南宁,泰国,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw
124,GT1093,2020-01-23,郑州,西双版纳,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw
125,MU2603,2020-01-23,武汉,贵阳,https://m.weibo.cn/status/4471164203712014?
126,CA8243,2020-01-23,武汉天河机场,贵阳,https://baijiahao.baidu.com/s?id=1658342976586296032&wfr=spider&for=pc
127,MU2014,2020-01-23,台湾,兰州,https://view.inews.qq.com/a/20200214A091PS00?uid=news_news_antip&app=newslite
128,ZH4751,2020-01-22,武汉,北京,http://app.cctv.com/special/cportal/detail/arti/index.html?id=Artij6Mxu79HlPCAa6xFd3Sk200126&fromapp=cctvnews&version=803&allow_comment=1
129,CA8255,2020-01-22,武汉,呼和浩特,https://mp.weixin.qq.com/s/f2DB2Ig3XdDqHvSuus6BoQ
130,KY8310,2020-01-22,武汉,腾冲,https://mp.weixin.qq.com/s/f2DB2Ig3XdDqHvSuus6BoQ
131,HU7659,2020-01-22,武汉,青岛,https://m.weibo.cn/2011075080/4465396859658456
132,HZ4933,2020-01-22,武汉,南宁,https://m.weibo.cn/1642512402/4465461791847524
133,SC4933,2020-01-22,武汉,南宁,https://mp.weixin.qq.com/s/f2DB2Ig3XdDqHvSuus6BoQ
134,CA8221,2020-01-22,武汉,成都,https://static.cdsb.com/micropub/Articles/202001/6339113dbe8ea64e9a4484635e42556f.html
135,9C8722,2020-01-22,日本,大连,https://m.weibo.cn/status/4465975825370805?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
136,CZ6431,2020-01-22,武汉,西双版纳,http://app.cctv.com/special/cportal/detail/arti/index.html?id=Arti5UicxOr84Pxv4i2znvRD200129&fromapp=cctvnews&version=803&allow_comment=1
137,CZ6318,2020-01-22,武汉,南宁,https://m.weibo.cn/status/4466553511006992?display=0&retcode=6102
138,CZ3705,2020-01-22,武汉,长治,https://m.weibo.cn/status/4466384182255471?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
139,KA853,2020-01-22,武汉,香港,https://m.weibo.cn/status/4466157144968382?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
140,CZ311,2020-01-22,广州,多伦多,https://m.weibo.cn/status/4465501059194413?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
141,JD5137,2020-01-22,武汉,济南,https://m.weibo.cn/status/4466480420898649?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
142,JD5840,2020-01-22,武汉,丽江,https://m.weibo.cn/status/4466572330361927?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
143,EU2738,2020-01-22,长沙,昆明,https://m.weibo.cn/status/4465658521242285?sudaref=m.weibo.cn&display=0&retcode=6102
144,8L9894,2020-01-22,武汉,昆明,https://m.weibo.cn/status/4466862114790178?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
145,JD5528,2020-01-22,武汉,青岛,https://m.weibo.cn/status/4466836697995801?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
146,TR115,2020-01-22,南宁,新加坡,https://m.weibo.cn/status/4467439377485552?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
147,8L9870,2020-01-22,武汉,昆明,https://m.weibo.cn/status/4467612442318472?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
148,JD5627,2020-01-22,武汉,沈阳,http://www.zgcy.gov.cn/ZGCY/zwgk/20200131/004001_44974b2c-b191-485a-8d9c-9edba5a9e32e.htm
149,9C8947,2020-01-22,上海,西安,http://news.cri.cn/20200204/528cb017-fd3c-4b9c-d8f9-6f18d46fcdb8.html
150,MU2527,2020-01-22,武汉,三亚,https://mp.weixin.qq.com/s?__biz=MzA5NjM1ODIzMA==&mid=2659066427&idx=1&sn=21ffe852f6a2c3947f7dae43e0f76912&chksm=8b3bd802bc4c5114d29706a89a4f11fc3d36e849ed822b21d940d839843cf2264a492159a0eb&mpshare=1&scene=1&srcid=&sharer_sharetime=1580629498751&sharer_sh
151,MF8332,2020-01-22,武汉,天津,https://m.weibo.cn/2332992900/4468220927103492
152,MU2646,2020-01-22,武汉,成都,http://www.sc.gov.cn/10462/c102251/2020/2/2/50d24dc91e6941c4a95aef809132246b.shtml
153,MU2681,2020-01-22,武汉,北海,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0201/68200.html
154,GJ8876,2020-01-22,南昌,沈阳,http://www.yingkou.gov.cn/001/001002/001002001/20200204/c5fbbd0a-ec77-44cb-9951-90113d63614f.html
155,CZ6426,2020-01-22,武汉,大连,http://www.yingkou.gov.cn/001/001002/001002001/20200204/c5fbbd0a-ec77-44cb-9951-90113d63614f.html
156,EU1802/HO3461,2020-01-22,长沙,成都,https://mp.weixin.qq.com/s?__biz=MzA3NDA0NDMwMA==&mid=2650707863&idx=2&sn=655abdf21006805fecdc64bfe48ae832&chksm=870ff174b07878626eec515c36f3407d2d5d5479dad8ea18433a3bb5bdd281a16afd9a37e6e3&token=1403045348&lang=zh_CN#rd
157,CZ6516,2020-01-22,上海,沈阳,https://m.weibo.cn/status/4468360295606928?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
158,CZ3842,2020-01-22,武汉,恩施,https://m.estv.com.cn/cms/v4/anonymous/api/app/content_detail_page.jspx?contentId=1908952&appid=com.cj.yun.esz&from=singlemessage
159,SC4876,2020-01-22,武汉,烟台,https://m.weibo.cn/status/4468240065777090?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
160,MU2428,2020-01-22,武汉,昆明,http://www.cxshb.gov.cn/file_read.aspx?id=39473
161,KY8288,2020-01-22,武汉,昆明,https://mp.weixin.qq.com/s/RPfahGQ_Gg483fv3Bah4BQ
162,GS6526,2020-01-22,武汉天河机场,揭阳潮汕机场,https://m.weibo.cn/status/4468971439378102?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
163,HU7640,2020-01-22,武汉,三亚,https://m.weibo.cn/status/4469047616025433?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
164,VJ5271,2020-01-22,合肥,越南芽庄,http://zwgk.hefei.gov.cn/public/19311/104669049.html
165,MU5376,2020-01-22,重庆,信阳,https://mp.weixin.qq.com/s/u5x_ZbqJJ-GBTDJ3UJiSdw
166,MU2603,2020-01-22,武汉,恩施,https://mp.weixin.qq.com/s?__biz=MzA3Mzk4NzYxOQ==&mid=2651605803&idx=1&sn=12860bfd7b1c99e33fb6d2e321cd3f7c
167,HU7398,2020-01-22,武汉,海口,https://mp.weixin.qq.com/s/vAP7K76x6btaGWiGgA8RlQ
168,JD5628,2020-01-22,武汉,三亚,http://ex.chinadaily.com.cn/exchange/partners/82/rss/channel/cn/columns/j3u3t6/stories/WS5e3ea92ba3107bb6b579e0db.html
169,3U8049,2020-01-22,长沙,西昌,https://view.inews.qq.com/a/20200208A085OF00?uid=&chlid=news_news_cd&devid=280a563fd0821c2f&qimei=680a629031423918
170,MF8156,2020-01-22,太原,南京,https://mp.weixin.qq.com/s/8TdSUfw7kPNZIJK1W9w90Q
171,SC4785,2020-01-22,厦门,长沙,https://view.inews.qq.com/a/20200208A085OF00?uid=&chlid=news_news_cd&devid=280a563fd0821c2f&qimei=680a629031423918
172,CA4933,2020-01-22,武汉,南宁,https://m.weibo.cn/status/4470850033900677?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
173,JD5588,2020-01-22,南宁,三亚,https://m.weibo.cn/status/4470850033900677?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
174,CZ3845,2020-01-22,珠海,海口,http://ex.chinadaily.com.cn/exchange/partners/82/rss/channel/cn/columns/j3u3t6/stories/WS5e4399e0a3107bb6b579efdf.html
175,D7343,2020-01-22,西安,马来西亚,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA
176,SC4875,2020-01-22,武汉,贵阳,https://m.weibo.cn/status/4471164203712014?
177,9C8574,2020-01-22,曼谷,合肥,https://viewlite.inews.qq.com/a/20200201A05PXA00?app=newslite
178,MU5236,2020-01-22,杭州,太原,http://www.taiyuan.gov.cn/doc/2020/02/15/956907.shtml
179,CG6278,2020-01-22,武汉,哈尔滨,http://wsjkw.hlj.gov.cn/index.php/Home/News/show/newsid/7824/navid/31/id/
180,SC8734,2020-01-21,武汉,青岛,http://app.cctv.com/special/cportal/detail/arti/index.html?id=Artij6Mxu79HlPCAa6xFd3Sk200126&fromapp=cctvnews&version=803&allow_comment=1
181,CA8943,2020-01-21,大连,佳木斯,https://mp.weixin.qq.com/s/f2DB2Ig3XdDqHvSuus6BoQ
182,CZ6513,2020-01-21,武汉,大连,https://m.weibo.cn/status/4465064159835716?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
183,CZ6643,2020-01-21,武汉,北海,https://mp.weixin.qq.com/s/f2DB2Ig3XdDqHvSuus6BoQ
184,CA8938,2020-01-21,昆明,大连,https://m.weibo.cn/status/4465615312398838?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
185,MU2935,2020-01-21,常州,成都,https://static.cdsb.com/micropub/Articles/202001/6339113dbe8ea64e9a4484635e42556f.html
186,ZH9388,2020-01-21,郑州,南宁,https://wap.peopleapp.com/article/5085466/4980514
187,CZ8551,2020-01-21,武汉,兰州,https://m.weibo.cn/status/4466053210362997?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
188,MU2621,2020-01-21,武汉,大同,https://wap.peopleapp.com/article/5084718/4979756
189,KY8232,2020-01-21,武汉,腾冲,https://m.weibo.cn/status/4466752534964286?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
190,ZH9370,2020-01-21,武汉,南宁,https://m.weibo.cn/status/4465600107330535?display=0&retcode=6102
191,MU9657,2020-01-21,武汉,西宁,https://m.weibo.cn/status/4466463341463918?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
192,3U8506,2020-01-21,福州,重庆,https://m.weibo.cn/status/4466853164834422?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
193,JD5627,2020-01-21,武汉,沈阳,https://m.weibo.cn/status/4465762771634508?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
194,DR6541,2020-01-21,无锡,哈尔滨,https://m.weibo.cn/status/4467157087966096?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
195,Y87586,2020-01-21,武汉,海口,https://mp.weixin.qq.com/s?__biz=MjM5MjAxNDM4MA==&mid=2666293696&idx=1&sn=bafde3f8af8daaadf4ce48e041113738&chksm=bdb400838ac3899583a2e271d5d2b84576bc1562515f9b9ae4f24d7edc4080ff948429555e6c&mpshare=1&scene=1&srcid=&sharer_sharetime=1580537081967&sharer_sh
196,HU7581,2020-01-21,武汉,海口,https://m.weibo.cn/status/4467593669102378?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
197,MU2527,2020-01-21,武汉,三亚,https://m.weibo.cn/status/4467632835122849?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
198,ZH8309,2020-01-21,珠海,哈尔滨,https://m.weibo.cn/status/4467559057718900?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
199,5J241,2020-01-21,香港,菲律宾,https://m.weibo.cn/status/4467827903584930?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
200,KY8204,2020-01-21,南京,昆明,https://m.weibo.cn/status/4468212102567951?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0
